pair_id,template_id,history_context,candidate_reply,coherence_label,source,split
COH200,coh_neg_t3,第1回合：公寓楼道发生异常；第2回合：目击者的说法仍有疑点,剧情突然跳到与案件无关的校园活动，完全没有回应公寓楼道和目击者的线索。,0,synthetic,
COH201,coh_pos_t4,第1回合：商场监控室有初步异常；第2回合：桌面上未喝完的咖啡杯与前文线索相互印证,你继续围绕商场监控室展开调查，并发现车库刹车痕方向异常，这一推进与先前信息保持一致。,1,synthetic,
COH202,coh_neg_t4,第1回合：商场监控室发生异常；第2回合：受害者家属的说法仍有疑点,剧情突然跳到与案件无关的校园活动，完全没有回应商场监控室和受害者家属的线索。,0,synthetic,
COH203,coh_pos_t5,第1回合：医院走廊有初步异常；第2回合：窗台上的纤维碎屑与前文线索相互印证,你继续围绕医院走廊展开调查，并发现门锁无撬痕但门把有摩擦，这一推进与先前信息保持一致。,1,synthetic,
COH204,coh_neg_t5,第1回合：医院走廊发生异常；第2回合：出租车司机的说法仍有疑点,剧情突然跳到与案件无关的校园活动，完全没有回应医院走廊和出租车司机的线索。,0,synthetic,
COH205,coh_pos_t6,第1回合：河边码头有初步异常；第2回合：嫌疑人衣袖上的灰尘与前文线索相互印证,你继续围绕河边码头展开调查，并发现监控在关键时间段突然中断，这一推进与先前信息保持一致。,1,synthetic,
COH206,coh_neg_t6,第1回合：河边码头发生异常；第2回合：报案人的说法仍有疑点,剧情突然跳到与案件无关的校园活动，完全没有回应河边码头和报案人的线索。,0,synthetic,
COH207,coh_pos_t7,第1回合：居民楼顶层有初步异常；第2回合：门锁边缘的刮痕与前文线索相互印证,你继续围绕居民楼顶层展开调查，并发现手机恢复出陌生号码的通话，这一推进与先前信息保持一致。,1,synthetic,
COH208,coh_neg_t7,第1回合：居民楼顶层发生异常；第2回合：失踪者的同事的说法仍有疑点,剧情突然跳到与案件无关的校园活动，完全没有回应居民楼顶层和失踪者的同事的线索。,0,synthetic,
COH209,coh_pos_t0,第1回合：案发现场有初步异常；第2回合：走廊里的脚印与前文线索相互印证,你继续围绕案发现场展开调查，并发现鞋印大小与嫌疑人一致，这一推进与先前信息保持一致。,1,synthetic,
COH210,coh_neg_t0,第1回合：案发现场发生异常；第2回合：楼下保安的说法仍有疑点,剧情突然跳到与案件无关的校园活动，完全没有回应案发现场和楼下保安的线索。,0,synthetic,
COH211,coh_pos_t1,第1回合：地下停车场有初步异常；第2回合：手机最后一次通话记录与前文线索相互印证,你继续围绕地下停车场展开调查，并发现转账记录与口供时间冲突，这一推进与先前信息保持一致。,1,synthetic,
COH212,coh_neg_t1,第1回合：地下停车场发生异常；第2回合：便利店店员的说法仍有疑点,剧情突然跳到与案件无关的校园活动，完全没有回应地下停车场和便利店店员的线索。,0,synthetic,
COH213,coh_pos_t2,第1回合：旧仓库有初步异常；第2回合：监控画面中的反光衣角与前文线索相互印证,你继续围绕旧仓库展开调查，并发现走廊地面留下新鲜泥渍，这一推进与先前信息保持一致。,1,synthetic,
COH214,coh_neg_t2,第1回合：旧仓库发生异常；第2回合：嫌疑人的说法仍有疑点,剧情突然跳到与案件无关的校园活动，完全没有回应旧仓库和嫌疑人的线索。,0,synthetic,
COH215,coh_pos_t3,第1回合：公寓楼道有初步异常；第2回合：地面残留的泥点与前文线索相互印证,你继续围绕公寓楼道展开调查，并发现窗台纤维与雨衣材质相同，这一推进与先前信息保持一致。,1,synthetic,
COH216,coh_neg_t3,第1回合：公寓楼道发生异常；第2回合：目击者的说法仍有疑点,剧情突然跳到与案件无关的校园活动，完全没有回应公寓楼道和目击者的线索。,0,synthetic,
COH217,coh_pos_t4,第1回合：商场监控室有初步异常；第2回合：桌面上未喝完的咖啡杯与前文线索相互印证,你继续围绕商场监控室展开调查，并发现车库刹车痕方向异常，这一推进与先前信息保持一致。,1,synthetic,
COH218,coh_neg_t4,第1回合：商场监控室发生异常；第2回合：受害者家属的说法仍有疑点,剧情突然跳到与案件无关的校园活动，完全没有回应商场监控室和受害者家属的线索。,0,synthetic,
COH219,coh_pos_t5,第1回合：医院走廊有初步异常；第2回合：窗台上的纤维碎屑与前文线索相互印证,你继续围绕医院走廊展开调查，并发现门锁无撬痕但门把有摩擦，这一推进与先前信息保持一致。,1,synthetic,
COH220,coh_neg_t5,第1回合：医院走廊发生异常；第2回合：出租车司机的说法仍有疑点,剧情突然跳到与案件无关的校园活动，完全没有回应医院走廊和出租车司机的线索。,0,synthetic,
COH221,coh_pos_t6,第1回合：河边码头有初步异常；第2回合：嫌疑人衣袖上的灰尘与前文线索相互印证,你继续围绕河边码头展开调查，并发现监控在关键时间段突然中断，这一推进与先前信息保持一致。,1,synthetic,
COH222,coh_neg_t6,第1回合：河边码头发生异常；第2回合：报案人的说法仍有疑点,剧情突然跳到与案件无关的校园活动，完全没有回应河边码头和报案人的线索。,0,synthetic,
COH223,coh_pos_t7,第1回合：居民楼顶层有初步异常；第2回合：门锁边缘的刮痕与前文线索相互印证,你继续围绕居民楼顶层展开调查，并发现手机恢复出陌生号码的通话，这一推进与先前信息保持一致。,1,synthetic,
COH224,coh_neg_t7,第1回合：居民楼顶层发生异常；第2回合：失踪者的同事的说法仍有疑点,剧情突然跳到与案件无关的校园活动，完全没有回应居民楼顶层和失踪者的同事的线索。,0,synthetic,
COH225,coh_pos_t0,第1回合：案发现场有初步异常；第2回合：走廊里的脚印与前文线索相互印证,你继续围绕案发现场展开调查，并发现鞋印大小与嫌疑人一致，这一推进与先前信息保持一致。,1,synthetic,
COH226,coh_neg_t0,第1回合：案发现场发生异常；第2回合：楼下保安的说法仍有疑点,剧情突然跳到与案件无关的校园活动，完全没有回应案发现场和楼下保安的线索。,0,synthetic,
COH227,coh_pos_t1,第1回合：地下停车场有初步异常；第2回合：手机最后一次通话记录与前文线索相互印证,你继续围绕地下停车场展开调查，并发现转账记录与口供时间冲突，这一推进与先前信息保持一致。,1,synthetic,
COH228,coh_neg_t1,第1回合：地下停车场发生异常；第2回合：便利店店员的说法仍有疑点,剧情突然跳到与案件无关的校园活动，完全没有回应地下停车场和便利店店员的线索。,0,synthetic,
COH229,coh_pos_t2,第1回合：旧仓库有初步异常；第2回合：监控画面中的反光衣角与前文线索相互印证,你继续围绕旧仓库展开调查，并发现走廊地面留下新鲜泥渍，这一推进与先前信息保持一致。,1,synthetic,
COH230,coh_neg_t2,第1回合：旧仓库发生异常；第2回合：嫌疑人的说法仍有疑点,剧情突然跳到与案件无关的校园活动，完全没有回应旧仓库和嫌疑人的线索。,0,synthetic,
COH231,coh_pos_t3,第1回合：公寓楼道有初步异常；第2回合：地面残留的泥点与前文线索相互印证,你继续围绕公寓楼道展开调查，并发现窗台纤维与雨衣材质相同，这一推进与先前信息保持一致。,1,synthetic,
COH232,coh_neg_t3,第1回合：公寓楼道发生异常；第2回合：目击者的说法仍有疑点,剧情突然跳到与案件无关的校园活动，完全没有回应公寓楼道和目击者的线索。,0,synthetic,
COH233,coh_pos_t4,第1回合：商场监控室有初步异常；第2回合：桌面上未喝完的咖啡杯与前文线索相互印证,你继续围绕商场监控室展开调查，并发现车库刹车痕方向异常，这一推进与先前信息保持一致。,1,synthetic,
COH234,coh_neg_t4,第1回合：商场监控室发生异常；第2回合：受害者家属的说法仍有疑点,剧情突然跳到与案件无关的校园活动，完全没有回应商场监控室和受害者家属的线索。,0,synthetic,
COH235,coh_pos_t5,第1回合：医院走廊有初步异常；第2回合：窗台上的纤维碎屑与前文线索相互印证,你继续围绕医院走廊展开调查，并发现门锁无撬痕但门把有摩擦，这一推进与先前信息保持一致。,1,synthetic,
COH236,coh_neg_t5,第1回合：医院走廊发生异常；第2回合：出租车司机的说法仍有疑点,剧情突然跳到与案件无关的校园活动，完全没有回应医院走廊和出租车司机的线索。,0,synthetic,
COH237,coh_pos_t6,第1回合：河边码头有初步异常；第2回合：嫌疑人衣袖上的灰尘与前文线索相互印证,你继续围绕河边码头展开调查，并发现监控在关键时间段突然中断，这一推进与先前信息保持一致。,1,synthetic,
COH238,coh_neg_t6,第1回合：河边码头发生异常；第2回合：报案人的说法仍有疑点,剧情突然跳到与案件无关的校园活动，完全没有回应河边码头和报案人的线索。,0,synthetic,
COH239,coh_pos_t7,第1回合：居民楼顶层有初步异常；第2回合：门锁边缘的刮痕与前文线索相互印证,你继续围绕居民楼顶层展开调查，并发现手机恢复出陌生号码的通话，这一推进与先前信息保持一致。,1,synthetic,
COH240,coh_neg_t7,第1回合：居民楼顶层发生异常；第2回合：失踪者的同事的说法仍有疑点,剧情突然跳到与案件无关的校园活动，完全没有回应居民楼顶层和失踪者的同事的线索。,0,synthetic,
COH241,coh_pos_t0,第1回合：案发现场有初步异常；第2回合：走廊里的脚印与前文线索相互印证,你继续围绕案发现场展开调查，并发现鞋印大小与嫌疑人一致，这一推进与先前信息保持一致。,1,synthetic,
COH242,coh_neg_t0,第1回合：案发现场发生异常；第2回合：楼下保安的说法仍有疑点,剧情突然跳到与案件无关的校园活动，完全没有回应案发现场和楼下保安的线索。,0,synthetic,
COH243,coh_pos_t1,第1回合：地下停车场有初步异常；第2回合：手机最后一次通话记录与前文线索相互印证,你继续围绕地下停车场展开调查，并发现转账记录与口供时间冲突，这一推进与先前信息保持一致。,1,synthetic,
COH244,coh_neg_t1,第1回合：地下停车场发生异常；第2回合：便利店店员的说法仍有疑点,剧情突然跳到与案件无关的校园活动，完全没有回应地下停车场和便利店店员的线索。,0,synthetic,
COH245,coh_pos_t2,第1回合：旧仓库有初步异常；第2回合：监控画面中的反光衣角与前文线索相互印证,你继续围绕旧仓库展开调查，并发现走廊地面留下新鲜泥渍，这一推进与先前信息保持一致。,1,synthetic,
COH246,coh_neg_t2,第1回合：旧仓库发生异常；第2回合：嫌疑人的说法仍有疑点,剧情突然跳到与案件无关的校园活动，完全没有回应旧仓库和嫌疑人的线索。,0,synthetic,
COH247,coh_pos_t3,第1回合：公寓楼道有初步异常；第2回合：地面残留的泥点与前文线索相互印证,你继续围绕公寓楼道展开调查，并发现窗台纤维与雨衣材质相同，这一推进与先前信息保持一致。,1,synthetic,
COH248,coh_neg_t3,第1回合：公寓楼道发生异常；第2回合：目击者的说法仍有疑点,剧情突然跳到与案件无关的校园活动，完全没有回应公寓楼道和目击者的线索。,0,synthetic,
COH249,coh_pos_t4,第1回合：商场监控室有初步异常；第2回合：桌面上未喝完的咖啡杯与前文线索相互印证,你继续围绕商场监控室展开调查，并发现车库刹车痕方向异常，这一推进与先前信息保持一致。,1,synthetic,
COH250,coh_neg_t4,第1回合：商场监控室发生异常；第2回合：受害者家属的说法仍有疑点,剧情突然跳到与案件无关的校园活动，完全没有回应商场监控室和受害者家属的线索。,0,synthetic,
COH251,coh_pos_t5,第1回合：医院走廊有初步异常；第2回合：窗台上的纤维碎屑与前文线索相互印证,你继续围绕医院走廊展开调查，并发现门锁无撬痕但门把有摩擦，这一推进与先前信息保持一致。,1,synthetic,
COH252,coh_neg_t5,第1回合：医院走廊发生异常；第2回合：出租车司机的说法仍有疑点,剧情突然跳到与案件无关的校园活动，完全没有回应医院走廊和出租车司机的线索。,0,synthetic,
COH253,coh_pos_t6,第1回合：河边码头有初步异常；第2回合：嫌疑人衣袖上的灰尘与前文线索相互印证,你继续围绕河边码头展开调查，并发现监控在关键时间段突然中断，这一推进与先前信息保持一致。,1,synthetic,
COH254,coh_neg_t6,第1回合：河边码头发生异常；第2回合：报案人的说法仍有疑点,剧情突然跳到与案件无关的校园活动，完全没有回应河边码头和报案人的线索。,0,synthetic,
COH255,coh_pos_t7,第1回合：居民楼顶层有初步异常；第2回合：门锁边缘的刮痕与前文线索相互印证,你继续围绕居民楼顶层展开调查，并发现手机恢复出陌生号码的通话，这一推进与先前信息保持一致。,1,synthetic,
COH256,coh_neg_t7,第1回合：居民楼顶层发生异常；第2回合：失踪者的同事的说法仍有疑点,剧情突然跳到与案件无关的校园活动，完全没有回应居民楼顶层和失踪者的同事的线索。,0,synthetic,
COH257,coh_pos_t0,第1回合：案发现场有初步异常；第2回合：走廊里的脚印与前文线索相互印证,你继续围绕案发现场展开调查，并发现鞋印大小与嫌疑人一致，这一推进与先前信息保持一致。,1,synthetic,
COH258,coh_neg_t0,第1回合：案发现场发生异常；第2回合：楼下保安的说法仍有疑点,剧情突然跳到与案件无关的校园活动，完全没有回应案发现场和楼下保安的线索。,0,synthetic,
COH259,coh_pos_t1,第1回合：地下停车场有初步异常；第2回合：手机最后一次通话记录与前文线索相互印证,你继续围绕地下停车场展开调查，并发现转账记录与口供时间冲突，这一推进与先前信息保持一致。,1,synthetic,
COH260,coh_neg_t1,第1回合：地下停车场发生异常；第2回合：便利店店员的说法仍有疑点,剧情突然跳到与案件无关的校园活动，完全没有回应地下停车场和便利店店员的线索。,0,synthetic,
COH261,coh_pos_t2,第1回合：旧仓库有初步异常；第2回合：监控画面中的反光衣角与前文线索相互印证,你继续围绕旧仓库展开调查，并发现走廊地面留下新鲜泥渍，这一推进与先前信息保持一致。,1,synthetic,
COH262,coh_neg_t2,第1回合：旧仓库发生异常；第2回合：嫌疑人的说法仍有疑点,剧情突然跳到与案件无关的校园活动，完全没有回应旧仓库和嫌疑人的线索。,0,synthetic,
COH263,coh_pos_t3,第1回合：公寓楼道有初步异常；第2回合：地面残留的泥点与前文线索相互印证,你继续围绕公寓楼道展开调查，并发现窗台纤维与雨衣材质相同，这一推进与先前信息保持一致。,1,synthetic,
COH264,coh_neg_t3,第1回合：公寓楼道发生异常；第2回合：目击者的说法仍有疑点,剧情突然跳到与案件无关的校园活动，完全没有回应公寓楼道和目击者的线索。,0,synthetic,
COH265,coh_pos_t4,第1回合：商场监控室有初步异常；第2回合：桌面上未喝完的咖啡杯与前文线索相互印证,你继续围绕商场监控室展开调查，并发现车库刹车痕方向异常，这一推进与先前信息保持一致。,1,synthetic,
COH266,coh_neg_t4,第1回合：商场监控室发生异常；第2回合：受害者家属的说法仍有疑点,剧情突然跳到与案件无关的校园活动，完全没有回应商场监控室和受害者家属的线索。,0,synthetic,
COH267,coh_pos_t5,第1回合：医院走廊有初步异常；第2回合：窗台上的纤维碎屑与前文线索相互印证,你继续围绕医院走廊展开调查，并发现门锁无撬痕但门把有摩擦，这一推进与先前信息保持一致。,1,synthetic,
COH268,coh_neg_t5,第1回合：医院走廊发生异常；第2回合：出租车司机的说法仍有疑点,剧情突然跳到与案件无关的校园活动，完全没有回应医院走廊和出租车司机的线索。,0,synthetic,
COH269,coh_pos_t6,第1回合：河边码头有初步异常；第2回合：嫌疑人衣袖上的灰尘与前文线索相互印证,你继续围绕河边码头展开调查，并发现监控在关键时间段突然中断，这一推进与先前信息保持一致。,1,synthetic,
COH270,coh_neg_t6,第1回合：河边码头发生异常；第2回合：报案人的说法仍有疑点,剧情突然跳到与案件无关的校园活动，完全没有回应河边码头和报案人的线索。,0,synthetic,
COH271,coh_pos_t7,第1回合：居民楼顶层有初步异常；第2回合：门锁边缘的刮痕与前文线索相互印证,你继续围绕居民楼顶层展开调查，并发现手机恢复出陌生号码的通话，这一推进与先前信息保持一致。,1,synthetic,
COH272,coh_neg_t7,第1回合：居民楼顶层发生异常；第2回合：失踪者的同事的说法仍有疑点,剧情突然跳到与案件无关的校园活动，完全没有回应居民楼顶层和失踪者的同事的线索。,0,synthetic,
COH273,coh_pos_t0,第1回合：案发现场有初步异常；第2回合：走廊里的脚印与前文线索相互印证,你继续围绕案发现场展开调查，并发现鞋印大小与嫌疑人一致，这一推进与先前信息保持一致。,1,synthetic,
COH274,coh_neg_t0,第1回合：案发现场发生异常；第2回合：楼下保安的说法仍有疑点,剧情突然跳到与案件无关的校园活动，完全没有回应案发现场和楼下保安的线索。,0,synthetic,
COH275,coh_pos_t1,第1回合：地下停车场有初步异常；第2回合：手机最后一次通话记录与前文线索相互印证,你继续围绕地下停车场展开调查，并发现转账记录与口供时间冲突，这一推进与先前信息保持一致。,1,synthetic,
COH276,coh_neg_t1,第1回合：地下停车场发生异常；第2回合：便利店店员的说法仍有疑点,剧情突然跳到与案件无关的校园活动，完全没有回应地下停车场和便利店店员的线索。,0,synthetic,
COH277,coh_pos_t2,第1回合：旧仓库有初步异常；第2回合：监控画面中的反光衣角与前文线索相互印证,你继续围绕旧仓库展开调查，并发现走廊地面留下新鲜泥渍，这一推进与先前信息保持一致。,1,synthetic,
COH278,coh_neg_t2,第1回合：旧仓库发生异常；第2回合：嫌疑人的说法仍有疑点,剧情突然跳到与案件无关的校园活动，完全没有回应旧仓库和嫌疑人的线索。,0,synthetic,
COH279,coh_pos_t3,第1回合：公寓楼道有初步异常；第2回合：地面残留的泥点与前文线索相互印证,你继续围绕公寓楼道展开调查，并发现窗台纤维与雨衣材质相同，这一推进与先前信息保持一致。,1,synthetic,
COH280,coh_neg_t3,第1回合：公寓楼道发生异常；第2回合：目击者的说法仍有疑点,剧情突然跳到与案件无关的校园活动，完全没有回应公寓楼道和目击者的线索。,0,synthetic,
COH281,coh_pos_t4,第1回合：商场监控室有初步异常；第2回合：桌面上未喝完的咖啡杯与前文线索相互印证,你继续围绕商场监控室展开调查，并发现车库刹车痕方向异常，这一推进与先前信息保持一致。,1,synthetic,
COH282,coh_neg_t4,第1回合：商场监控室发生异常；第2回合：受害者家属的说法仍有疑点,剧情突然跳到与案件无关的校园活动，完全没有回应商场监控室和受害者家属的线索。,0,synthetic,
COH283,coh_pos_t5,第1回合：医院走廊有初步异常；第2回合：窗台上的纤维碎屑与前文线索相互印证,你继续围绕医院走廊展开调查，并发现门锁无撬痕但门把有摩擦，这一推进与先前信息保持一致。,1,synthetic,
COH284,coh_neg_t5,第1回合：医院走廊发生异常；第2回合：出租车司机的说法仍有疑点,剧情突然跳到与案件无关的校园活动，完全没有回应医院走廊和出租车司机的线索。,0,synthetic,
COH285,coh_pos_t6,第1回合：河边码头有初步异常；第2回合：嫌疑人衣袖上的灰尘与前文线索相互印证,你继续围绕河边码头展开调查，并发现监控在关键时间段突然中断，这一推进与先前信息保持一致。,1,synthetic,
COH286,coh_neg_t6,第1回合：河边码头发生异常；第2回合：报案人的说法仍有疑点,剧情突然跳到与案件无关的校园活动，完全没有回应河边码头和报案人的线索。,0,synthetic,
COH287,coh_pos_t7,第1回合：居民楼顶层有初步异常；第2回合：门锁边缘的刮痕与前文线索相互印证,你继续围绕居民楼顶层展开调查，并发现手机恢复出陌生号码的通话，这一推进与先前信息保持一致。,1,synthetic,
COH288,coh_neg_t7,第1回合：居民楼顶层发生异常；第2回合：失踪者的同事的说法仍有疑点,剧情突然跳到与案件无关的校园活动，完全没有回应居民楼顶层和失踪者的同事的线索。,0,synthetic,
COH289,coh_pos_t0,第1回合：案发现场有初步异常；第2回合：走廊里的脚印与前文线索相互印证,你继续围绕案发现场展开调查，并发现鞋印大小与嫌疑人一致，这一推进与先前信息保持一致。,1,synthetic,
COH290,coh_neg_t0,第1回合：案发现场发生异常；第2回合：楼下保安的说法仍有疑点,剧情突然跳到与案件无关的校园活动，完全没有回应案发现场和楼下保安的线索。,0,synthetic,
COH291,coh_pos_t1,第1回合：地下停车场有初步异常；第2回合：手机最后一次通话记录与前文线索相互印证,你继续围绕地下停车场展开调查，并发现转账记录与口供时间冲突，这一推进与先前信息保持一致。,1,synthetic,
COH292,coh_neg_t1,第1回合：地下停车场发生异常；第2回合：便利店店员的说法仍有疑点,剧情突然跳到与案件无关的校园活动，完全没有回应地下停车场和便利店店员的线索。,0,synthetic,
COH293,coh_pos_t2,第1回合：旧仓库有初步异常；第2回合：监控画面中的反光衣角与前文线索相互印证,你继续围绕旧仓库展开调查，并发现走廊地面留下新鲜泥渍，这一推进与先前信息保持一致。,1,synthetic,
COH294,coh_neg_t2,第1回合：旧仓库发生异常；第2回合：嫌疑人的说法仍有疑点,剧情突然跳到与案件无关的校园活动，完全没有回应旧仓库和嫌疑人的线索。,0,synthetic,
COH295,coh_pos_t3,第1回合：公寓楼道有初步异常；第2回合：地面残留的泥点与前文线索相互印证,你继续围绕公寓楼道展开调查，并发现窗台纤维与雨衣材质相同，这一推进与先前信息保持一致。,1,synthetic,
COH296,coh_neg_t3,第1回合：公寓楼道发生异常；第2回合：目击者的说法仍有疑点,剧情突然跳到与案件无关的校园活动，完全没有回应公寓楼道和目击者的线索。,0,synthetic,
COH297,coh_pos_t4,第1回合：商场监控室有初步异常；第2回合：桌面上未喝完的咖啡杯与前文线索相互印证,你继续围绕商场监控室展开调查，并发现车库刹车痕方向异常，这一推进与先前信息保持一致。,1,synthetic,
COH298,coh_neg_t4,第1回合：商场监控室发生异常；第2回合：受害者家属的说法仍有疑点,剧情突然跳到与案件无关的校园活动，完全没有回应商场监控室和受害者家属的线索。,0,synthetic,
COH299,coh_pos_t5,第1回合：医院走廊有初步异常；第2回合：窗台上的纤维碎屑与前文线索相互印证,你继续围绕医院走廊展开调查，并发现门锁无撬痕但门把有摩擦，这一推进与先前信息保持一致。,1,synthetic,
COH300,coh_neg_t5,第1回合：医院走廊发生异常；第2回合：出租车司机的说法仍有疑点,剧情突然跳到与案件无关的校园活动，完全没有回应医院走廊和出租车司机的线索。,0,synthetic,
